,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,2068850472.7634563,1052011260.0000001,72677394.5930706,88052852.69999984,294472199.9999999,792006145.2553781,230369379.78500032
