,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1497324424.2753477,457190550.00000006,43619317.52698982,32638423.630647402,638471273.7398349,474428371.1173177,149023511.73944286
