,0,1,2,3,4
0,43698616.186844505,40723875.900000006,238006474.70244837,474428371.117318,143130588.4700946
1,43866158.814873755,37627845.96969696,797463487.1359355,474428371.117318,153103044.75859421
2,44448779.839865245,36575244.0,0.0,474428371.117318,136972850.04999995
3,44010927.10096378,36575244.0,33700799.99999936,474428371.117318,138312780.95
4,42743590.67200696,39724321.2,357374541.8181816,474428371.117318,146327099.81136358
5,43526665.96480796,19263142.772727277,1114623700.4347825,474428371.117318,156920952.61222714
6,43994893.49531566,16421492.784905672,490724191.5139389,474428371.117318,148297951.0047501
7,43095972.44862567,33277990.345454548,1130778919.9999995,474428371.117318,156811274.99038917
8,43274982.72147058,36635143.945454545,383311352.54422283,474428371.117318,146031442.09895638
9,43532588.02512292,29559935.388235275,1838729269.2488418,474428371.117318,164327132.64804992
