,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,44060716.50000001,0.0,5639299.999999998,0.0,0.0,40209224.0,0.0,1787807.4999999993
