,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,719831421.5377331,0.0,75921419.23558989,55720893.42,0.0,827147261.1671427,238958152.28500095
