,0,1,2,3,4,5,6,7,8,9
0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0,2818.0
1,2253.0,2238.0,2237.0,2261.0,2211.0,2230.0,2170.0,2280.0,2245.0,2202.0
2,1687.0,1705.0,1742.0,1676.0,1628.0,1551.0,1587.0,1660.0,1693.0,1696.0
3,1053.0,1106.0,1171.0,1167.0,1112.0,1013.0,997.0,1058.0,1071.0,1101.0
4,560.0,561.0,558.0,601.0,555.0,473.0,360.0,529.0,463.0,544.0
5,0.0,55.0,0.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0
