,0,1,2,3,4
0,346328.25975794636,2919114.592052761,3136614059.200405,3902295.5687305513,1537498.075378732
1,875679.768488341,2605414.08430816,4591572144.352731,10597696.836167147,3465435.2790924096
2,391898.57271548454,2884629.600051664,2225075808.0194125,4391660.90780132,1681482.2917899955
3,372957.6756978592,2894267.6469847923,2494200404.329597,4141624.9595934805,1579590.4701502782
4,371399.8116408092,2906215.71516998,3539726910.6010847,4270936.6497456385,1697877.367951264
5,1265593.3948383566,1752592.42013414,5538628812.929424,15586616.270990951,4829872.864197746
6,683609.8147125833,2420748.791302206,3585803295.3756065,7832639.706468539,2867349.2124482873
7,718647.5427184638,2664342.614632742,5647665519.24845,8900753.572370194,2957343.6736237356
8,245673.30729113703,2930674.696494817,3631267884.095624,2782517.9516146095,1173139.2471205064
9,2113962.404657438,1548994.4855724282,7427353222.914624,26406964.171407353,8265118.990117189
