,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,991.9083560255913,459.48933537254857
1,0.0,0.0,0.0,862.4236169648792,0.0,1137.5763830351195
2,0.0,0.0,0.0,0.0,1410.7613010896152,0.0
3,0.0,0.0,0.0,0.0,1381.149084877234,0.0
4,0.0,0.0,0.0,0.0,1188.2670025994512,474.3614127082001
5,0.0,995.100922940052,642.6901763355531,0.0,0.0,362.2089007243943
6,0.0,1118.8080802726502,0.0,881.1919197273487,0.0,0.0
7,0.0,0.0,0.0,472.5380619096393,1527.4619380903603,0.0
8,0.0,0.0,0.0,847.9287824111965,0.0,553.6602945655089
9,0.0,0.0,468.9946541459464,345.9018040247499,1185.1035418293038,0.0
