,0,1,2,3,4
0,23108372.562884174,21250399.200000003,335246239.99999994,252888125.5339737,84316685.57500009
1,23257787.868376076,20003320.8,646598219.9999999,252888125.5339737,90452501.07500003
2,23708062.378039416,19495977.6,193904539.99999982,252888125.5339737,81144097.77500002
3,23301085.909929927,19495977.6,214439579.99999982,252888125.5339737,81939827.77500004
4,22568186.388280906,20896470.6,405495579.9999999,252888125.5339737,86262365.1750001
5,23032453.529719245,10749951.600000005,818072939.9999999,252888125.5339737,90525032.54999994
6,23182032.453208283,8387612.4,480249739.99999976,252888125.5339737,87398455.05000001
7,22856214.069315817,17948818.200000003,826042259.9999999,252888125.5339737,90453414.92500007
8,22892793.591437496,18623707.200000003,417835799.9999999,252888125.5339737,85897163.77500008
9,23127379.26023971,15899849.400000002,1214876980.0,252888125.5339737,89330929.07500005
