,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1005470631.5201168,243699720.00000003,23103436.801143162,17275208.460000005,555276188.0,252888125.5339737,86772047.27500008
