Date,AZO_SLP
6/1/1964,1022
7/1/1964,1025
8/1/1964,1021
9/1/1964,1021
10/1/1964,1023
11/1/1964,1021
12/1/1964,1022
1/1/1965,1020
2/1/1965,1012
3/1/1965,1018
4/1/1965,1028
5/1/1965,1022
6/1/1965,1024
7/1/1965,1026
8/1/1965,1023
9/1/1965,1022
10/1/1965,1017
11/1/1965,1021
12/1/1965,1024
1/1/1966,1008
2/1/1966,1009
3/1/1966,1022
4/1/1966,1016
5/1/1966,1025
6/1/1966,1024
7/1/1966,1027
8/1/1966,1021
9/1/1966,1020
10/1/1966,1014
11/1/1966,1024
12/1/1966,1026
1/1/1967,1019
2/1/1967,1022
3/1/1967,1026
4/1/1967,1022
5/1/1967,1022
6/1/1967,1026
7/1/1967,1024
8/1/1967,1023
9/1/1967,1021
10/1/1967,1023
11/1/1967,1023
12/1/1967,1022
1/1/1968,1025
2/1/1968,1014
3/1/1968,1025
4/1/1968,1017
5/1/1968,1024
6/1/1968,1023
7/1/1968,1024
8/1/1968,1023
9/1/1968,1021
10/1/1968,1014
11/1/1968,1014
12/1/1968,1020
1/1/1969,1010
2/1/1969,1009
3/1/1969,1010
4/1/1969,1026
5/1/1969,1021
6/1/1969,1022
7/1/1969,1025
8/1/1969,1022
9/1/1969,1025
10/1/1969,1018
11/1/1969,1019
12/1/1969,1028
1/1/1970,1006
2/1/1970,1028
3/1/1970,1018
4/1/1970,1024
5/1/1970,1023
6/1/1970,1025
7/1/1970,1024
8/1/1970,1022
9/1/1970,1022
10/1/1970,1020
11/1/1970,1021
12/1/1970,1021
1/1/1971,1015.8
2/1/1971,1022.7
3/1/1971,1023.2
4/1/1971,1015.9
5/1/1971,1024
6/1/1971,1024.6
7/1/1971,1023.9
8/1/1971,1025.5
9/1/1971,1018.5
10/1/1971,1018.3
11/1/1971,1027.1
12/1/1971,1023.1
1/1/1972,1020.8
2/1/1972,1021.5
3/1/1972,1020.4
4/1/1972,1024.6
5/1/1972,1027.3
6/1/1972,1027.1
7/1/1972,1023
8/1/1972,1023.4
9/1/1972,1017.7
10/1/1972,1016.4
11/1/1972,1023.7
12/1/1972,1022.1
1/1/1973,1021.7
2/1/1973,1031.1
3/1/1973,1020.5
4/1/1973,1015.7
5/1/1973,1020.4
6/1/1973,1025.7
7/1/1973,1026.5
8/1/1973,1024
9/1/1973,1021.7
10/1/1973,1019.7
11/1/1973,1019.8
12/1/1973,1024.6
1/1/1974,1021
2/1/1974,1023.9
3/1/1974,1019.8
4/1/1974,1021.6
5/1/1974,1020.2
6/1/1974,1020.4
7/1/1974,1026.5
8/1/1974,1023.8
9/1/1974,1023.5
10/1/1974,1023.2
11/1/1974,1021.3
12/1/1974,1025.3
1/1/1975,1023.4
2/1/1975,1015.8
3/1/1975,1019.6
4/1/1975,1024.1
5/1/1975,1023
6/1/1975,1023.3
7/1/1975,1022.8
8/1/1975,1022.7
9/1/1975,1024.6
10/1/1975,1018.7
11/1/1975,1023.2
12/1/1975,1021.2
1/1/1976,1024.8
2/1/1976,1020.9
3/1/1976,1022.7
4/1/1976,1023.4
5/1/1976,1024.1
6/1/1976,1023
7/1/1976,1021.2
8/1/1976,1017.7
9/1/1976,1016.6
10/1/1976,1020.9
11/1/1976,1023
12/1/1976,1016.9
1/1/1977,1018.6
2/1/1977,1016.8
3/1/1977,1016.8
4/1/1977,1023.7
5/1/1977,1024.1
6/1/1977,1022.6
7/1/1977,1027.1
8/1/1977,1024.7
9/1/1977,1020.5
10/1/1977,1019.7
11/1/1977,1017.3
12/1/1977,1014.7
1/1/1978,1028.4
2/1/1978,1006.7
3/1/1978,1026.4
4/1/1978,1019.2
5/1/1978,1023.3
6/1/1978,1026.1
7/1/1978,1023.2
8/1/1978,1020.7
9/1/1978,1022.2
10/1/1978,1018.4
11/1/1978,1023.9
12/1/1978,1011.7
1/1/1979,1014
2/1/1979,1014.1
3/1/1979,1023.5
4/1/1979,1020.9
5/1/1979,1023.1
6/1/1979,1023.4
7/1/1979,1025.8
8/1/1979,1023.7
9/1/1979,1021.7
10/1/1979,1019
11/1/1979,1021
12/1/1979,1022
1/1/1980,1017.8
2/1/1980,1022.1
3/1/1980,1019.9
4/1/1980,1018.1
5/1/1980,1019.5
6/1/1980,1027.3
7/1/1980,1024.5
8/1/1980,1020.3
9/1/1980,1024
10/1/1980,1018.5
11/1/1980,1015
12/1/1980,1027.4
1/1/1981,1029.8
2/1/1981,1023.4
3/1/1981,1010.8
4/1/1981,1022.3
5/1/1981,1020.2
6/1/1981,1021
7/1/1981,1027.4
8/1/1981,1023.4
9/1/1981,1020.1
10/1/1981,1023.2
11/1/1981,1017.8
12/1/1981,1018.3
1/1/1982,1017.7
2/1/1982,1020.2
3/1/1982,1025.1
4/1/1982,1017.8
5/1/1982,1023.8
6/1/1982,1020.2
7/1/1982,1024.2
8/1/1982,1026.4
9/1/1982,1020
10/1/1982,1020.8
11/1/1982,1023.3
12/1/1982,1028.1
1/1/1983,1027.6
2/1/1983,1019.5
3/1/1983,1024.6
4/1/1983,1019
5/1/1983,1021
6/1/1983,1024
7/1/1983,1023.8
8/1/1983,1025.8
9/1/1983,1018.9
10/1/1983,1023.7
11/1/1983,1009.2
12/1/1983,1020.8
1/1/1984,1033.6
2/1/1984,1025.3
3/1/1984,1016
4/1/1984,1014.1
5/1/1984,1024.7
6/1/1984,1025.8
7/1/1984,1023.1
8/1/1984,1024.3
9/1/1984,1022.3
10/1/1984,1021.8
11/1/1984,1018.1
12/1/1984,1023.8
1/1/1985,1014.7
2/1/1985,1013.6
3/1/1985,1023.5
4/1/1985,1020.5
5/1/1985,1020.2
6/1/1985,1020.2
7/1/1985,1025
8/1/1985,1023.8
9/1/1985,1019.1
10/1/1985,1019
11/1/1985,1015
12/1/1985,1020.2
1/1/1986,1032.2
2/1/1986,1016.2
3/1/1986,1027.4
4/1/1986,1021.4
5/1/1986,1023
6/1/1986,1025
7/1/1986,1025.5
8/1/1986,1019.8
9/1/1986,1017.7
10/1/1986,1024.4
11/1/1986,1025.7
12/1/1986,1024.3
1/1/1987,1009.8
2/1/1987,1017.3
3/1/1987,1018.3
4/1/1987,1018.6
5/1/1987,1019.3
6/1/1987,1024.5
7/1/1987,1025.3
8/1/1987,1020.1
9/1/1987,1018
10/1/1987,1020.9
11/1/1987,1021.3
12/1/1987,1012.6
1/1/1988,1024.8
2/1/1988,1023.9
3/1/1988,1024
4/1/1988,1016.9
5/1/1988,1019.3
6/1/1988,1024.7
7/1/1988,1025
8/1/1988,1022
9/1/1988,1022.5
10/1/1988,1017.3
11/1/1988,1013.5
12/1/1988,1022.2
1/1/1989,1027.4
2/1/1989,1028.8
3/1/1989,1024.1
4/1/1989,1023
5/1/1989,1019.1
6/1/1989,1021
7/1/1989,1024.7
8/1/1989,1022.6
9/1/1989,1018.5
10/1/1989,1020.3
11/1/1989,1017
12/1/1989,1008.1
1/1/1990,1026.8
2/1/1990,1022.3
3/1/1990,1024.3
4/1/1990,1026.4
5/1/1990,1019.7
6/1/1990,1025.3
7/1/1990,1024.3
8/1/1990,1022.8
9/1/1990,1020.2
10/1/1990,1019.4
11/1/1990,1019
12/1/1990,1023
1/1/1991,1022
2/1/1991,1023
3/1/1991,1018
4/1/1991,1023
5/1/1991,1027
6/1/1991,1023
7/1/1991,1023
8/1/1991,1022
9/1/1991,1021
10/1/1991,1021
11/1/1991,1022
12/1/1991,1021.5
1/1/1992,1018
2/1/1992,1025
3/1/1992,1025
4/1/1992,1024
5/1/1992,1020
6/1/1992,1024
7/1/1992,1024
8/1/1992,1023.6
9/1/1992,1020
10/1/1992,1021
11/1/1992,1019.5
12/1/1992,1023.7
1/1/1993,1023.9
2/1/1993,1025.2
3/1/1993,1018.7
4/1/1993,1023.3
5/1/1993,1015
6/1/1993,1023.5
7/1/1993,1026
8/1/1993,1023.4
9/1/1993,1021.9
10/1/1993,1016.8
11/1/1993,1023.3
12/1/1993,1029.9
1/1/1994,1029.6
2/1/1994,1017.9
3/1/1994,1029.1
4/1/1994,1023
5/1/1994,1020.5
6/1/1994,1024.2
7/1/1994,1024.1
8/1/1994,1022.2
9/1/1994,1023.4
10/1/1994,1017
11/1/1994,1017.5
12/1/1994,1022.8
1/1/1995,1024.5
2/1/1995,1025.2
3/1/1995,1023.4
4/1/1995,1020.1
5/1/1995,1020.3
6/1/1995,1021.7
7/1/1995,1022.1
8/1/1995,1021.7
9/1/1995,1025
10/1/1995,1016.1
11/1/1995,1016.1
12/1/1995,1012.4
1/1/1996,1012.4
2/1/1996,1026.3
3/1/1996,1011.9
4/1/1996,1016.7
5/1/1996,1018.7
6/1/1996,1024.8
7/1/1996,1026.2
8/1/1996,1023.5
9/1/1996,1020.7
10/1/1996,1021.1
11/1/1996,1027
12/1/1996,1013
1/1/1997,1013
2/1/1997,1028.8
3/1/1997,1021.3
4/1/1997,1017
5/1/1997,1019.3
6/1/1997,1019.4
7/1/1997,1026.9
8/1/1997,1022.5
9/1/1997,1020.1
10/1/1997,1014.3
11/1/1997,1017.4
12/1/1997,1017
1/1/1998,1019.3
2/1/1998,1019.2
3/1/1998,1022.5
4/1/1998,1024.5
5/1/1998,1022
6/1/1998,1024.4
7/1/1998,1025.3
8/1/1998,1023.1
9/1/1998,1020
10/1/1998,1022.8
11/1/1998,1021.3
12/1/1998,1022.6
1/1/1999,1024.1
2/1/1999,1029.9
3/1/1999,1020.4
4/1/1999,1023.1
5/1/1999,1019.2
6/1/1999,1025
7/1/1999,1022.1
8/1/1999,1020.2
9/1/1999,1019.4
10/1/1999,1020.8
11/1/1999,1022.9
12/1/1999,1024.9
1/1/2000,1024.8
2/1/2000,1029.2
3/1/2000,1021.8
4/1/2000,1016.8
5/1/2000,1022.3
6/1/2000,1023.9
7/1/2000,1022.1
8/1/2000,1024.4
9/1/2000,1021
10/1/2000,1025
11/1/2000,1019.3
12/1/2000,1013.9
1/1/2001,1020.7
2/1/2001,1021.2
3/1/2001,1011.2
4/1/2001,1025.5
5/1/2001,1018.4
6/1/2001,1021.2
7/1/2001,1026
8/1/2001,1021.9
9/1/2001,1017.7
10/1/2001,1019.6
11/1/2001,1025.4
12/1/2001,1011.7
1/1/2002,1020.5
2/1/2002,1024.7
3/1/2002,1021.3
4/1/2002,1023.1
5/1/2002,1024.2
6/1/2002,1025.9
7/1/2002,1026.9
8/1/2002,-9999
9/1/2002,-9999
10/1/2002,1016.5
11/1/2002,1021.1
12/1/2002,1013.9
