,0,1,2,3,4
0,141892.68084985684,5593940.399999998,184739896.0,1867368.742405174,651999.9999999952
1,4359154.443683883,2832960.5999999987,292917888.0,48996233.003851414,17111452.57499999
2,0.0,5665921.199999996,137810696.0,0.0,0.0
3,0.0,5665921.199999996,140949232.0,0.0,0.0
4,2085825.9977986133,4723933.199999996,202724912.0,24715427.243229404,8631256.300000004
5,4385259.975024384,964550.9999999995,363841384.0,48996233.003851414,17107249.999999993
6,2980939.3717132327,2439067.2000000034,229172256.0,33485186.582561668,11693632.64999998
7,4364468.421861007,2855689.199999999,370137432.0000002,48996233.003851414,17107249.999999993
8,1727207.506373584,4505023.8,209991440.0,20077794.058966167,7012382.649999986
9,4392205.553830957,1899873.599999999,791083192.0,48996233.003851414,17107249.999999993
