,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,1041.3399999999997,958.66
1,0.0,0.0,0.0,419.1500000000003,0.0,1580.8500000000004
2,0.0,0.0,0.0,0.0,1674.0399999999995,0.0
3,0.0,0.0,0.0,0.0,1830.6399999999992,0.0
4,0.0,0.0,0.0,0.0,1215.5099999999993,784.4899999999998
5,0.0,520.6900000000002,823.0099999999999,0.0,0.0,656.2999999999997
6,0.0,980.1600000000003,0.0,1019.8399999999993,0.0,0.0
7,0.0,0.0,0.0,164.32,1835.6799999999998,0.0
8,0.0,0.0,0.0,813.7800000000004,0.0,1186.219999999999
9,0.0,0.0,273.71000000000026,426.7799999999995,1299.5100000000007,0.0
