,0,1,2,3,4
0,43337043.51292047,94875510.6,0.0,473171047.6849314,135180867.72500002
1,71610141.16213658,79745590.79999998,0.0,780653216.35624,224175226.5249998
2,30507041.934881855,96913729.2,0.0,331225246.69974214,94890375.04999997
3,32270220.597805653,96138610.8,0.0,351333829.43045783,101371955.94999997
4,48629835.27081827,91484657.39999999,0.0,541514738.8132194,155075530.34999996
5,86251525.97263359,35344187.399999954,0.0,940693448.1272123,271834607.3749999
6,56912252.19230675,57270896.999999985,0.0,615546458.0433737,177606429.47500005
7,85719875.63006736,66806117.39999999,0.0,948472957.8611966,269886938.8999999
8,50623333.282366015,85991898.59999998,0.0,556946307.5004576,160270288.2750001
9,86389499.75746012,57298427.99999999,2944721999.9999995,948472957.8611966,285684817.87499964
