,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1884424261.7391384,9140112599.999998,112786000.0000002,59225076.93133956,76186962.71999997,294472199.99999994,648803020.8378028,221060258.75000033
