stage,state,Staging Area Capacity,Inventory Level,obj,staging_area_expand_cost,inventory_expand_cost,replenmship_cost,Shortage_cost,acquire_cost,holding_cost
0,0,338269,337356,85643695384,4742641572,23277564000,18401916360,4768879800,286239600,1163878200
0,1,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0
1,0,344701,339301,54514573281,91807152,134205000,16525748400,7438172400,392102160,1170588450
1,1,338269,335569,41596547645,0,-73981800,10697464680,550426800,225362280,1157713050
1,2,338269,221270,33436614938,0,-4805960400,3443510472,0,99167568.38,763381500
1,3,338269,337356,53473186062,0,0,18279606960,4768879800,408549000,1163878200
1,4,338269,295085,39590874936,0,-1750019400,9403504920,0,211824480,1018043250
1,5,338269,168351.0435,32159785847,0,-6996805198,2226671723,0,53118636.52,580811100.2
2,0,344701,339301,54587864342,78613309.8,4110613275,16607034614,7438172400,310815945.6,1170588450
2,1,339385.9341,299955.1796,41297497254,0,1654354939,10578272510,1496109564,155417897.2,1034845370
2,2,339292.2727,229223.6898,31268561302,0,-2550906783,3469318798,99583854.44,53442471.49,790821730
2,3,339428.2558,338515.2558,53620707635,0,4150353906,18333055435,4704888879,367898709.1,1167877633
2,4,339438.4545,276846.0364,38532431678,0,201414141.2,9385317465,502351363.6,129541662.5,955118825.5
2,5,339235.902,226709.4202,30304551846,0,-2286362014,2278929889,0,860470.5882,782147499.9
3,0,344896.087,339496.087,50285873525,66151466.63,3731771248,16636181970,7427403600,283822350,1171261500
3,1,340335.2383,297935.6943,36221379929,0,709598822.1,10577835683,1555932553,143890126,1027878145
3,2,340174.7778,239231.2642,27181937995,0,-1994307549,3511951220,22539555.53,26218909.05,825347861.4
3,3,340343.8387,339430.8387,49155579776,0,3658077824,18418145086,4654348703,292917093.6,1171036394
3,4,340427.993,270680.0453,34046617062,0,-412515805.8,9347415243,672118484.7,133490459.8,933846156.4
3,5,339965.7853,236724.0176,26102617023,0,-1909412004,2279790360,0,0,816697860.6
4,0,344904.9545,339504.9545,44715054256,55389776.54,3553498583,16609193980,7426914109,310908237.8,1171292093
4,1,341141.8667,294873.4061,32124350341,0,587298995,10537654324,1643887698,166480456.7,1017313251
4,2,340905.7205,241578.2642,22787825512,0,-1990680221,3519232095,4535910.554,22538762.53,833445011.3
4,3,341610.2987,340697.2987,43135080505,0,3121284006,18427909286,4584440112,297134611.8,1175405681
4,4,340841.6145,269525.9627,29760552935,0,-601177250.6,9287917815,703881918.2,186635201,929864571.2
4,5,341127.0056,241041.6648,21602411191,0,-1942970108,2279790360,0,0,831593743.6
5,0,345043.6909,339643.6909,41575524363,46233769.63,3663606685,16655994724,7419255862,265639144,1171770734
5,1,341570.1962,294977.3165,27617146144,0,441860073.7,10543872589,1643865258,160266679.4,1017671742
5,2,341839.2455,241719.3709,18853983798,0,-1679158728,3523620669,4372943.708,18182782.65,833931829.7
5,3,341946.8188,341033.8188,40463350217,0,3690071012,18420051216,4565864205,308707863,1176566675
5,4,341692.2022,271741.3767,25090317497,0,-756782628.9,9336318251,642847218.5,150441705.6,937507749.7
5,5,341866.1138,241845.231,17306007668,0,-1948770370,2279790360,0,0,834366046.9
6,0,345223.1699,339823.1699,36227857374,41711178.51,3633284427,16622025949,7409348620,301589367.1,1172389936
6,1,342688.9827,298438.659,23006054937,0,351844239.8,10539750749,1554660697,182229431.9,1029613373
6,2,342240.6688,242287.9836,14117810823,0,-2104462573,3526606931,0,16071108.64,835893543.5
6,3,342044.537,341131.537,35425580053,0,3971684407,18424269089,4560470156,305568800,1176903803
6,4,342127.8808,266031.394,21337501980,-8.85E-07,-567495023,9310588881,800125710.6,144715376.8,917808309.2
6,5,342521.6364,242160.6054,12986313068,0,-1985870216,2277042738,0,2747621.818,835454088.8
7,0,345521.1358,340121.1358,31843730553,35731680.77,3212780824,16631248369,7392900904,295656490.6,1173417919
7,1,343001.7978,291835.9551,19386901467,0,458760192.7,10460171339,1726909517,227359078,1006834045
7,2,342748.6897,242287.9964,10130522245,0,-1757766929,3530321124,0,12356915.95,835893587.5
7,3,342551.7895,341638.7895,31120353246,0,3644188153,18394380144,4532469821,341057812.1,1178653824
7,4,342735.319,269284.0613,16880920625,0,-702881465.3,9304652020,710548454,168567688.8,929030011.7
7,5,342527.2924,242287.9988,8789502295,0,-1845719495,2275490474,0,4299886.316,835893595.8
8,0,343346.8824,328408.5722,30811551972,4385628.286,2899992735,16482496155,8191604801,284667924.8,1133009574
8,1,343120.2968,265716.2066,15352585730,0,-647815882.9,10350439524,2396281498,203216496.4,916720912.7
8,2,342849.1534,221270,5874518660,0,-2532978552,3449661709,0,93016331.48,763381500
8,3,343522.9938,332083.9938,29843827925,0,3165630090,18300450206,5124753600,316530994.3,1145689779
8,4,343403.1646,260529.4419,12473295214,0,-1132871916,9266058441,950711203,159128718.8,898826574.6
8,5,343147.0318,192914.4614,4241983253,0,-4038238893,2279790360,0,0,665554891.8
9,0,343741.9563,324905.0688,31123071421,400282.4656,3450121855,16398931920,8433659550,319821210,1120922487
9,1,343343.5442,221351.1088,15335999035,0,-1755948021,9895287906,4247687690,288086876.5,763661325.5
9,2,343071.398,144121.6833,2313152851,0,-5190837141,3133511718,1064646770,196236967.8,497219807.5
9,3,343125.085,329513.183,30314990724,0,3939558201,18203730231,5292674675,379666754.5,1136820481
9,4,342923.8616,221747.089,12423356460,0,-1827508959,8883769758,2464996901,238560262.1,765027457
9,5,343245.8833,144121.6833,544731656.4,0,-4867602145,2277276353,0,2514007.333,497219807.5
10,0,343377.6689,323876.1457,32541796125,0,7205051754,18165848680,5721799685,331723303.3,1117372703
10,1,342942.3387,196761.9214,15370715209,0,-946348664,9614918081,5756653655,266663507.8,678828628.9
10,2,343657.7547,71367,-103365788.9,0,-6479583339,2601755186,3234154200,294092013.6,246216150
10,3,343361.0238,311917.1964,33236758212,0,6168251228,16189669591,9483634521,319088545,1076114328
10,4,343197.3721,203249.7522,12657600388,0,-725906129.1,8568101129,3833706840,280486903.4,701211645.2
10,5,342935.1829,52009,-3269206193,0,-7082671283,1728913680,1692804600,212315760,179431050
