,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,945566110.2062302,1790349900.000001,39475099.999999955,11817461.27359538,15261689.100000005,627072639.9999999,130049702.63513485,57145472.80250002
