,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1989536740.2804637,1044514409.9999998,72440025.26236884,86840907.72000007,223661987.10521817,790450243.3085816,228370833.11570543
