,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,61493356.88693739,309078599.9999999,28196500.000000007,575019.7317766323,3152601.7199999965,94475564.0,6414640.755160884,102228829.3199999
