,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.6019768050401987,0.0,0.00039556477157764243,0.0,0.0,0.0,1.0,0.0,2.7359976106917474e-06,0.0
2,0.0,0.0,0.4176306014012303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,0.0,0.0,0.6693444564053098,0.0,0.002609379256096505,0.056846136135044516,0.0,0.0,1.0,0.0,0.0020593465358199384,0.02326745567909877
