,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1496177180.7992592,459566909.9999998,43638880.5947179,32387600.880000047,633566664.0,476647733.139541,149630607.81500006
