,0,1,2,3,4
0,43717653.42213515,40726656.6,233760000.00000033,476894328.9197884,143745342.72499996
1,43842503.87889964,37863460.199999996,789189440.0,476894328.9197884,153913001.07500005
2,44448779.83986524,36860407.19999999,0.0,474428371.117318,136972850.04999995
3,44052683.57990607,36765352.8,29567999.9999997,476894328.9197884,138915480.95
4,42865492.07736068,39541940.4,352825200.0000002,476894328.9197884,146973970.6
5,43582362.35401857,17824783.799999997,1108902320.0,476894328.9197884,157533598.52500007
6,44097033.55207254,15839791.799999993,485954639.9999998,476894328.9197884,148954273.87499988
7,42885423.71329538,33257875.79999999,1125268519.9999998,476894328.9197884,157500397.67500004
8,43426294.930658154,36507720.6,378761159.99999994,476894328.9197884,146678403.10000005
9,43470578.59896525,28688019.59999999,1831437360.0000002,476894328.9197884,165118759.575
