,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,128769129.6001149,309299400.00000006,5639300.0,567835.6149726952,3278573.640000003,85923112.0,6419223.25514225,3988854.9100000006
