"state_id","county_full","lng","lat","population","SVI"
"TX","Reeves County",-103.693,31.323,14022,0.8972
"TX","Zapata County",-99.1686,27.0008,13896,1
"MS","Walthall County",-90.1061,31.1484,13888,0.5802
"AL","Lamar County",-88.097,33.7791,13885,0.1818
"TX","Callahan County",-99.3735,32.2976,13869,0.0791
"FL","Calhoun County",-85.1972,30.406,13753,0.7121
"TX","Trinity County",-95.1355,31.0888,13735,0.6719
"MS","Greene County",-88.6392,31.2142,13672,0.4444
"LA","Winn Parish",-92.6369,31.9442,13665,0.3968
"TX","Comanche County",-98.5582,31.948,13651,0.4308
"TX","Madison County",-95.9284,30.9655,13556,0.7194
"FL","Hamilton County",-82.9479,30.4964,13492,0.9545
"AL","Crenshaw County",-86.3136,31.7315,13205,0.4394
"MS","Calhoun County",-89.3365,33.9365,13193,0.5926
"TX","Lamb County",-102.3517,34.0686,13024,0.7866
"LA","Bienville Parish",-93.0561,32.3473,12958,0.9206
"TX","Wilbarger County",-99.241,34.0808,12795,0.747
"MS","Amite County",-90.8044,31.1744,12683,0.4691
"AL","Choctaw County",-88.2632,32.0198,12669,0.4091
"MS","Tallahatchie County",-90.1733,33.9505,12621,0.8148
"GA","Telfair County",-82.939,31.9298,12619,0.9304
"GA","Charlton County",-82.1379,30.7817,12547,0.7468
"GA","Towns County",-83.7373,34.9167,12546,0.2848
"TX","Camp County",-94.9785,32.9732,12543,0.8103
"MS","Yalobusha County",-89.7077,34.0282,12499,0.3086
"GA","Bleckley County",-83.3278,32.4345,12413,0.3291
"TX","Dawson County",-101.9476,32.7426,12342,0.9209
"TX","Newton County",-93.7448,30.7863,12333,0.7273
"FL","Franklin County",-84.8137,29.8766,12276,0.7879
"TX","Rains County",-95.7934,32.8703,12257,0.1344
"AL","Sumter County",-88.1988,32.5911,12196,0.8636
"FL","Glades County",-81.189,26.9564,12179,0.8788
"GA","Crawford County",-83.9863,32.7145,12156,0.4494
"GA","Macon County",-84.0425,32.3584,12099,1
"TX","Morris County",-94.7326,33.1135,11993,0.4427
"MS","Lawrence County",-90.107,31.5502,11933,0.642
"TX","Terry County",-102.3352,33.1738,11816,0.9447
"TX","Red River County",-95.0503,33.6207,11627,0.3992
"TX","Blanco County",-98.3999,30.2664,11608,0.0277
"AL","Conecuh County",-86.9937,31.4293,11576,0.2273
"MS","Perry County",-88.9924,31.172,11511,0.321
"GA","Heard County",-85.1283,33.297,11489,0.3038
"TX","Live Oak County",-98.1248,28.3514,11374,0.7866
"TX","Ward County",-103.1025,31.5095,11347,0.4822
"MS","Jefferson Davis County",-89.823,31.5697,11291,0.5556
"GA","Dooly County",-83.7988,32.1572,11236,0.8165
"GA","McIntosh County",-81.4103,31.4963,11183,0.481
"GA","Bacon County",-82.4527,31.5537,11138,0.6329
"GA","Candler County",-82.0737,32.4034,10946,0.8291
"LA","St. Helena Parish",-90.7103,30.822,10872,0.9524
"GA","Evans County",-81.8869,32.1568,10759,0.9684
"GA","Early County",-84.9037,31.3228,10753,0.9051
"TX","Franklin County",-95.2184,33.1755,10445,0.0632
"AL","Wilcox County",-87.3082,31.9893,10441,1
"AL","Coosa County",-86.2477,32.9362,10329,0.2121
"AL","Bullock County",-85.7157,32.1005,10328,0.9394
"TX","Clay County",-98.2085,33.7855,10290,0.0237
"MS","Noxubee County",-88.5698,33.1102,10261,0.9136
"AL","Lowndes County",-86.6501,32.1547,10153,0.8788
"LA","Madison Parish",-91.2427,32.3644,10028,1
"TX","Sabine County",-93.8518,31.3432,9980,0.3162
"GA","Lanier County",-83.0628,31.0379,9964,0.519
"TX","Duval County",-98.5089,27.6814,9960,0.9407
"MS","Webster County",-89.2848,33.6131,9942,0.0988
"MS","Carroll County",-89.9202,33.4485,9930,0.2469
"TX","Ochiltree County",-100.8157,36.2784,9924,0.7826
"GA","Pulaski County",-83.476,32.2323,9887,0.7595
"TX","Runnels County",-99.9762,31.8311,9858,0.166
"TX","Parmer County",-102.7845,34.5301,9809,0.5652
"MS","Montgomery County",-89.6164,33.4941,9803,0.7407
"LA","West Carroll Parish",-91.4568,32.7885,9800,0.254
"MS","Tunica County",-90.375,34.6507,9787,0.8765
"TX","Zavala County",-99.7605,28.8662,9700,0.8498
"TX","Marion County",-94.3572,32.798,9668,0.3439
"LA","Caldwell Parish",-92.1166,32.0925,9658,0.8254
"GA","Wilkes County",-82.7432,33.7819,9610,0.3608
"GA","Irwin County",-83.2764,31.6022,9487,0.5759
"TX","Brewster County",-103.2517,29.8119,9454,0.3281
"GA","Chattahoochee County",-84.787,32.347,9402,0.462
"TX","Somervell County",-97.7746,32.2222,9337,0.1858
"TX","Stephens County",-98.8362,32.7359,9260,0.8182
"GA","Johnson County",-82.6601,32.7015,9225,0.7975
"GA","Seminole County",-84.8688,30.9388,9117,0.6139
"MS","Claiborne County",-90.9118,31.9737,9044,0.7284
"GA","Terrell County",-84.437,31.777,9004,0.9873
"MS","Kemper County",-88.6412,32.7546,8980,0.8642
"TX","Mitchell County",-100.9211,32.3062,8947,0.5573
"LA","Catahoula Parish",-91.847,31.6662,8895,0.6349
"GA","Turner County",-83.6241,31.7164,8894,0.8987
"GA","Wilkinson County",-83.1712,32.8024,8852,0.4747
"GA","Wilcox County",-83.4323,31.9729,8839,0.6076
"GA","Jenkins County",-81.9635,32.7924,8704,0.6709
"GA","Montgomery County",-82.5348,32.1734,8687,0.4937
"TX","Dimmit County",-99.7566,28.4226,8672,0.996
"TX","Archer County",-98.6877,33.6153,8649,0.0395
"GA","Hancock County",-83.0007,33.2704,8588,0.9241
"TX","Jack County",-98.1725,33.2335,8588,0.7628
"MS","Wilkinson County",-91.3109,31.1611,8531,0.5309
"AL","Perry County",-87.2944,32.6385,8479,0.9242
"GA","Atkinson County",-82.8801,31.2971,8265,0.7848
"TX","Hamilton County",-98.1107,31.7048,8244,0.2609
"MS","Choctaw County",-89.2484,33.3473,8208,0.1975
"FL","Lafayette County",-83.1811,29.9855,8107,0.8333
"GA","Twiggs County",-83.4271,32.6672,7955,0.3481
"TX","San Augustine County",-94.1682,31.3942,7920,0.8854
"TX","Coleman County",-99.4536,31.7732,7808,0.3992
"GA","Taylor County",-84.2505,32.5555,7799,0.8671
"MS","Humphreys County",-90.5266,33.1287,7744,1
"GA","Lincoln County",-82.4512,33.7936,7726,0.2278
"AL","Greene County",-87.9522,32.8531,7706,0.9697
"FL","Liberty County",-84.8829,30.2413,7704,0.6515
"MS","Franklin County",-90.8979,31.4772,7690,0.1605
"TX","McCulloch County",-99.3475,31.1989,7638,0.5613
"MS","Benton County",-89.1885,34.8173,7637,0.4321
"LA","Red River Parish",-93.3398,32.0931,7631,0.4444
"TX","Yoakum County",-102.8278,33.173,7630,0.5099
"TX","Winkler County",-103.0483,31.8501,7582,0.3004
"GA","Wheeler County",-82.7246,32.117,7550,0.5949
"GA","Marion County",-84.5246,32.3535,7508,0.7342
"TX","Castro County",-102.2617,34.5299,7381,0.6917
"LA","East Carroll Parish",-91.235,32.7325,7371,0.8571
"MS","Jefferson County",-91.0373,31.7342,7207,0.7901
"TX","Dallam County",-102.6022,36.2779,7165,0.5138
"TX","Goliad County",-97.4264,28.6571,7092,0.1976
"TX","Brooks County",-98.2187,27.0316,7059,0.8577
"TX","Swisher County",-101.735,34.5304,6989,0.7945
"TX","La Salle County",-99.0996,28.3452,6965,0.8933
"TX","Bailey County",-102.8299,34.0686,6902,0.7036
"TX","Childress County",-100.2076,34.5291,6781,0.5296
"TX","Refugio County",-97.1656,28.3253,6718,0.7549
"GA","Clinch County",-82.7063,30.915,6713,0.8418
"GA","Treutlen County",-82.5673,32.4039,6411,0.7658
"GA","Randolph County",-84.7542,31.7626,6365,0.9747
"TX","Presidio County",-104.2405,29.9998,6168,0.9842
"MS","Quitman County",-90.2891,34.2514,6113,0.8519
"GA","Miller County",-84.7308,31.164,5923,0.7089
"TX","Carson County",-101.3542,35.4035,5801,0.004
"GA","Talbot County",-84.533,32.6995,5793,0.4684
"TX","San Saba County",-98.8176,31.1552,5779,0.3123
"TX","Garza County",-101.2984,33.1799,5735,0.5968
"TX","Lynn County",-101.8161,33.1768,5619,0.502
"GA","Calhoun County",-84.6245,31.5292,5594,0.9367
"LA","Cameron Parish",-93.1937,29.8754,5447,0.0476
"TX","Haskell County",-99.7303,33.1782,5408,0.6206
"TX","Floyd County",-101.3032,34.0724,5386,0.6996
"TX","Hartley County",-102.6029,35.84,5369,0.1779
"TX","Delta County",-95.6723,33.3863,5278,0.087
"TX","Hansford County",-101.3546,36.2774,5270,0.2846
"TX","Martin County",-101.9513,32.306,5228,0.3043
"GA","Warren County",-82.6768,33.4089,5197,0.5506
"TX","Crosby County",-101.3,33.6147,5157,0.8814
"GA","Stewart County",-84.8352,32.0785,5121,0.9557
"TX","Wheeler County",-100.2698,35.4012,4980,0.7431
"TX","Jim Hogg County",-98.6973,27.0434,4830,0.5375
"TX","Crane County",-102.5156,31.4286,4636,0.6285
"GA","Schley County",-84.3148,32.2617,4565,0.1962
"TX","Mills County",-98.5954,31.4952,4501,0.1107
"TX","Kimble County",-99.7487,30.4868,4316,0.1739
"LA","Tensas Parish",-91.3401,32.0019,4127,0.7302
"TX","Mason County",-99.2261,30.7177,3959,0.0553
"MS","Sharkey County",-90.8132,32.8798,3910,0.9383
"GA","Echols County",-82.894,30.7101,3707,0.2595
"TX","Fisher County",-100.4022,32.7428,3680,0.1225
"TX","Hardeman County",-99.7457,34.2902,3541,0.1383
"TX","Baylor County",-99.2135,33.6165,3475,0.1462
"TX","Hemphill County",-100.2706,35.8376,3371,0.3399
"TX","Sutton County",-100.5382,30.4984,3345,0.6759
"TX","Knox County",-99.7414,33.6061,3333,0.3755
"TX","Hudspeth County",-105.3865,31.4562,3329,0.9881
"TX","Reagan County",-101.5231,31.3662,3308,0.1937
"TX","Coke County",-100.53,31.8886,3305,0.2648
"TX","Donley County",-100.814,34.9654,3298,0.1146
"TX","Upton County",-102.0431,31.3688,3284,0.5455
"TX","Concho County",-99.864,31.3266,3235,0.5731
"TX","Kinney County",-100.418,29.3502,3157,0.415
"TX","Shackelford County",-99.354,32.7359,3134,0.1423
"TX","Lipscomb County",-100.2731,36.2776,3038,0.6324
"TX","Crockett County",-101.412,30.7231,2949,0.2372
"GA","Glascock County",-82.6107,33.2293,2903,0.2975
"GA","Baker County",-84.4447,31.3261,2878,0.4367
"TX","Collingsworth County",-100.27,34.9648,2865,0.7312
"GA","Clay County",-84.9801,31.6262,2855,0.7152
"TX","Hall County",-100.6811,34.5308,2847,0.7115
"TX","Real County",-99.8222,29.8318,2830,0.4862
"TX","Cochran County",-102.8285,33.6042,2529,0.8893
"TX","Schleicher County",-100.5383,30.8974,2474,0.3676
"TX","Sherman County",-101.8934,36.2777,2414,0.3478
"GA","Webster County",-84.5511,32.0469,2354,0.8038
"TX","Culberson County",-104.5173,31.447,2181,0.7391
"GA","Quitman County",-85.0188,31.8673,2180,0.6772
"TX","Oldham County",-102.6028,35.405,2171,0.0988
"TX","Jeff Davis County",-104.14,30.7154,1992,0.2016
"TX","Menard County",-99.8206,30.8898,1964,0.7312
"TX","Armstrong County",-101.3574,34.9649,1912,0.0079
"TX","Cottle County",-100.2788,34.0776,1647,0.3557
"GA","Taliaferro County",-82.8788,33.5661,1635,0.3797
"TX","Dickens County",-100.7789,33.6165,1570,0.3874
"TX","Irion County",-100.9824,31.3039,1561,0.1186
"TX","Throckmorton County",-99.2123,33.1775,1439,0.0316
"TX","Sterling County",-101.0501,31.8278,1392,0.0356
"TX","Edwards County",-100.3048,29.9827,1380,0.5889
"TX","Stonewall County",-100.2534,33.1792,1331,0.1265
"TX","Briscoe County",-101.2086,34.5303,1290,0.3913
"TX","Motley County",-100.7798,34.0741,1223,0.0435
"MS","Issaquena County",-90.9892,32.7415,1206,0.9012
"TX","Foard County",-99.778,33.9746,1075,0.336
"TX","Glasscock County",-101.5208,31.8695,1068,0.1067
"TX","Terrell County",-102.0765,30.225,862,0.0158
"TX","Roberts County",-100.8136,35.8384,764,0
"TX","Borden County",-101.4317,32.7436,686,0.0119
"TX","McMullen County",-98.5679,28.3526,670,0.6838
"TX","Kent County",-100.7776,33.1813,635,0.0751
"TX","King County",-100.2558,33.6165,216,0.1897
"TX","Kenedy County",-97.7017,26.9285,116,0.5336
"TX","Loving County",-103.58,31.8493,96,0.3794
