,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,660.9494564973081,339.05054350269205
1,0.0,0.0,0.0,442.265227768881,0.0,557.7347722311189
2,0.0,0.0,0.0,0.0,999.9999999999998,0.0
3,0.0,0.0,0.0,0.0,999.9999999999998,0.0
4,0.0,0.0,0.0,0.0,668.9271534608393,331.07284653916093
5,0.0,510.4384542478117,319.4252635357913,0.0,0.0,170.13628221639692
6,0.0,549.2341870475796,0.0,450.7658129524202,0.0,0.0
7,0.0,0.0,0.0,220.5814949979746,779.4185050020255,0.0
8,0.0,0.0,0.0,583.378084469354,0.0,416.62191553064565
9,0.0,0.0,228.2167879671741,153.75928193107342,618.0239301017523,0.0
