,0,1,2,3,4
0,766108.0273953907,6149130.500170998,3182643123.08335,9626725.575919095,2741939.344734809
1,2721612.107057078,5199575.544179652,4697618865.822442,33768435.87182924,9534159.235867247
2,739661.7104377518,6126888.654936636,2267316134.0873404,9203115.73530759,2685006.164490533
3,649918.3591872187,6177263.476499993,2534743340.660943,7896957.497198906,2358173.994392126
4,1174891.6177389396,5948646.809182523,3606858772.3473287,15315008.463594668,4275406.950828503
5,3161138.0434406875,3392137.4145455877,5648654242.10799,39342833.961487405,11205917.693459837
6,2418879.6162720206,4063518.090425441,3686464108.8670597,30183400.27549752,8472232.85438437
7,2526904.930545173,5083302.475822266,5755109042.920935,32169439.431534298,9058275.29713239
8,561754.8569006933,6143690.916758628,3673529173.0508604,7266097.270156538,2115268.058989195
9,4502549.57606829,3406390.909184233,7505682694.462136,56044874.15025912,17187641.303258594
