,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,612538560.9029987,185216010.0,12761813.326454716,15405810.780000007,308840412.0,139768540.6815446,49454025.885000005
