,0,1,2,3,4
0,9863339.576297874,19068895.2,207241048.0,107776103.46791166,38065991.224999994
1,15009524.805244917,16372444.200000001,310403520.0,163217909.10179818,57786956.600000024
2,7453422.032212165,19141179.6,161397800.0,80026202.01827383,28273607.825000003
3,8320908.509978304,18751798.799999997,165214896.0,90127750.41468963,31837744.200000003
4,11236581.558258094,18225384.0,228704960.0,124858088.16406217,44127621.399999976
5,17519582.367021173,8483080.8,363841384.0,192199357.42142716,67893212.65
6,12245234.509900972,11529693.0,255795120.0,132562416.25772774,47171626.475
7,17401740.744903687,13658136.0,370137432.0,192199357.42142716,67878877.15
8,11157318.043262698,17606343.6,234584768.0,122518865.12670107,43363442.24999998
9,17410481.11746728,11221152.6,791083192.0,192199357.42142716,68141179.07499997
