,0,1,2,3,4
0,519214.1926783516,2505354.570900873,2022365884.7012804,6224849.165791729,1983694.3397235777
1,0.0,2745356.342984347,0.0,0.0,0.0
2,1899362.9431222938,1597388.2009668788,4505893537.012484,23736666.40343783,7147818.987340007
3,980854.1571715331,1799447.7346606595,2960242528.2533083,12265772.456166174,3447504.4380103527
4,0.0,2745356.342984347,0.0,0.0,0.0
5,1860284.282227797,1299786.4383640112,3523625036.2473087,22880578.857969016,6490572.263809086
6,0.0,2745356.342984347,0.0,0.0,0.0
7,131665.01197748518,2686093.869238834,1500761315.3620317,1537422.355266678,632221.9091959344
8,0.0,2745356.342984347,0.0,0.0,0.0
9,1154867.5419918748,2008044.1852847524,2873829319.987432,15416625.502702352,4351410.0655312985
