,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,747825621.5015025,665074439.9999999,468744650.05096596,6274690.789929625,5320595.520000001,277993643.9999999,69015027.37555762,146030430.2349956
