,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1313626877.5958169,3191905499.9999995,112786000.00000016,30234533.91322155,21648854.33666008,638427980.3145941,331225246.6997422,139886287.66840005
