,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,904.4200000000005,1095.5799999999983
1,0.0,0.0,0.0,390.15,0.0,1609.8499999999992
2,0.0,0.0,0.0,0.0,1999.9999999999995,0.0
3,0.0,0.0,0.0,0.0,2000.0000000000002,0.0
4,0.0,0.0,0.0,0.0,936.3299999999997,1063.6699999999998
5,0.0,469.0800000000006,695.899999999999,0.0,0.0,835.0199999999998
6,0.0,737.4599999999999,0.0,1262.54,0.0,0.0
7,0.0,0.0,0.0,292.08000000000004,1707.9199999999998,0.0
8,0.0,0.0,0.0,668.7600000000007,0.0,1331.24
9,0.0,0.0,77.24,89.24000000000002,1833.5200000000007,0.0
