,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,0.0,0.0,1.0,0.0,0.924297031116186,0.21808123453195513,0.0,0.0,1.0,0.0,0.2722958035008011,0.3240252897787144
5,0.0,0.0,1.0,0.0,0.4640822821299272,0.5472298874973466,0.0,0.0,1.0,0.0,0.2261024477145716,0.8809368900455431
