,0,1,2,3,4
0,30563773.010997746,27801054.960000005,229138440.00000012,336448795.46755993,102022645.22500002
1,30750485.12627703,25168598.700000003,783027359.9999998,336448795.46755993,108898132.20000002
2,30507041.934881855,26139294.840000004,0.0,331225246.6997422,95174575.04999997
3,30702764.02406392,25937944.560000002,24946439.999999326,336448795.46755993,97733933.45000008
4,30203325.083811153,26941632.360000003,347741483.9999998,336448795.46755993,104014038.81750013
5,30569170.799135115,11215073.700000005,1102740240.0,336448795.46755993,111341378.92500003
6,31103024.134193253,8692375.74,480870923.99999964,336448795.46755993,104418778.7675
7,30352053.168956652,22883545.020000003,1119106439.9999995,336448795.46755993,111751426.5250001
8,30458921.883647714,23414362.020000003,373677444.0,336448795.46755993,104844435.89250004
9,30600393.117512528,19926877.08,1825275280.0,336448795.46755993,118385394.57500008
