,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,479.5699999999998,1520.429999999998
1,0.0,0.0,0.0,304.13,0.0,1695.8700000000006
2,0.0,0.0,0.0,0.0,1999.9999999999993,0.0
3,0.0,0.0,0.0,0.0,2000.0000000000007,0.0
4,0.0,0.0,0.0,0.0,649.1200000000006,1350.8799999999999
5,0.0,446.45300000000066,397.15999999999985,0.0,0.0,1156.3869999999988
6,0.0,366.53,0.0,1633.4699999999998,0.0,0.0
7,0.0,0.0,0.0,271.1,1728.899999999999,0.0
8,0.0,0.0,0.0,159.74699999999984,0.0,1840.2530000000004
9,0.0,0.0,185.3899999999999,379.23999999999995,1435.37,0.0
