,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1312897265.4743743,3242243070.0,112786000.00000028,30581095.228347797,21812075.898000002,628652405.1999998,335926440.5907781,141085058.4427501
