stage,state,Staging Area Capacity,Inventory Level,obj,staging_area_expand_cost,inventory_expand_cost,replenmship_cost,Shortage_cost,acquire_cost,holding_cost
0,0,20000.0,6000.0,80033871375.0,0.0,-124503750.0,0.0,66699375200.0,1242000000.0,20700000.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,20000.0,6000.0,21137733387.499996,0.0,0.0,0.0,21209212125.0,769488000.0,20700000.0
1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,20000.0,6000.0,51309258912.5,0.0,0.0,0.0,44730770975.0,1242000000.0,20700000.0
1,5,20000.0,6000.0,19253874587.5,0.0,0.0,0.0,27291678000.0,828000000.0,20700000.0
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,20000.0,5998.9694241382695,44768700707.07453,0.0,-31999.380506747388,0.0,27292437895.11165,827857780.5310812,20696444.513277028
2,2,20000.0,6000.0,21137733387.5,0.0,0.0,0.0,27291678000.0,828000000.0,20700000.0
2,3,20000.0,6000.0,83546105225.0,0.0,0.0,0.0,33104708991.666668,966000000.0,20700000.0
2,4,20000.0,6000.0,51309258912.5,0.0,0.0,0.0,29378407073.931625,877538461.5384616,20700000.0
2,5,20000.0,6000.0,19253874587.5,0.0,0.0,0.0,29305555631.013744,876989525.7731959,20700000.0
