stage,state,Staging Area Capacity,Inventory Level,obj,staging_area_expand_cost,inventory_expand_cost,replenmship_cost,Shortage_cost,acquire_cost,holding_cost
0,0,465855.0,465855.0,50385127579.87436,6363911342.5,31453995000.0,21225274000.0,0.0,1088891666.6666505,1608383500.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,465855.0,465855.0,24020731061.136723,0.0,0.0,20934165666.66662,0.0,1380000000.0,1608383500.0
1,1,465855.0,212663.0,10879165396.56342,0.0,-13120442250.0,11795113000.0,0.0,1142295000.0,733687350.0
1,2,465855.0,113522.00000000004,693695121.2062672,0.0,-18250988999.999996,3085358000.0,0.0,0.0,391650900.0000001
1,3,465855.0,415969.0,19432348052.425423,0.0,-2599356750.0,17729642000.0,0.0,1560090000.0,1435093050.0
1,4,465855.0,113522.00000000004,4830161288.895906,0.0,-18250988999.999996,5648823000.000002,0.0,1585182999.9999938,391650900.0000001
1,5,465855.0,113522.00000000004,766541852.0606194,0.0,-18250988999.999996,2611005999.9999995,0.0,552000000.0,391650900.0000001
2,0,465855.0,465855.0,33614740620.449894,0.0,16166087042.944782,21102932374.233128,0.0,1204745664.6216767,1607410355.8282208
2,1,465855.0,212663.0,14463558673.89053,0.0,-417718985.5491399,11296845520.231215,0.0,1640562479.7687862,733687350.0
2,2,465855.0,113522.0,3725430165.794269,0.0,-6372150421.597634,2809358000.0,0.0,276000000.0,391650900.0
2,3,465855.0,415969.0,27825471464.487297,0.0,11822551331.81818,18332124909.090908,0.0,957607090.9090909,1435093050.0
2,4,465855.0,113522.0,7947296556.907443,0.0,-6342132568.791948,5836993100.671141,0.0,1397012899.328859,391650900.0
2,5,465855.0,113522.0,3200405745.2589874,0.0,-7379659852.209946,2611006000.0,0.0,552000000.0,391650900.0
3,0,465855.0,465855.0,33588963705.621304,0.0,16125279585.798817,21108808970.4142,0.0,1197745207.1005917,1607241776.627219
3,1,465855.0,212663.0,13093332220.0,0.0,-962938550.0,11613414380.0,0.0,1323993620.0,733687350.0
3,2,465855.0,84944.0,-1151008860.8695652,0.0,-7549039434.782609,1951447142.857143,0.0,1133910857.142857,293056800.0
3,3,465855.0,415969.0,27838140114.55696,0.0,11855525107.594936,17836024715.189873,0.0,1453707284.8101265,1435093050.0
3,4,465855.0,109883.0,3697497372.368421,0.0,-6526008296.052631,5745372763.157895,0.0,1488633236.8421052,379096350.0
3,5,465855.0,113522.0,-284711586.9186047,0.0,-6398947478.197675,2611006000.0,0.0,552000000.0,391650900.0
