stage,state,Staging Area Capacity,Inventory Level,obj,staging_area_expand_cost,inventory_expand_cost,replenmship_cost,Shortage_cost,acquire_cost,holding_cost
0,0,260002.0,248002.0,36347276785.00422,3425668547.0,16422138000.0,13996305621.0,0.0,403442379.0,856790650.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,260002.0,248002.0,18566246863.014774,0.0,0.0,13986406033.898306,0.0,413341966.10169494,856790650.0
1,1,260002.0,170032.0,10446873644.070011,0.0,-4052703750.0,11732208000.0,0.0,2070000000.0,586610400.0
1,2,260002.0,66464.0,5001819054.989871,0.0,-9412347750.0,4586016000.0,0.0,367287000.0,229300800.0
1,3,294725.0,288725.0,21621245787.240105,495618740.5,2809887000.0,19809710146.276596,0.0,1791989853.7234042,997285000.0
1,4,260002.0,141808.0,11535795876.719414,0.0,-5513295750.0,9739655865.671642,0.0,368775134.32835823,489237600.0
1,5,260002.0,66464.0,4639809970.218631,0.0,-9412347750.0,4586016000.0,0.0,1656000000.0,229300800.0
2,0,266351.34857142856,248002.0,21215478390.57143,0.0,5944617805.714286,10861627902.857143,2569039542.857143,482777228.5714286,855803064.2857143
2,1,265154.44516129035,170032.0,11309201163.870968,0.0,1540812106.451613,8970734961.290323,6500376483.870968,1052067929.032258,586610400.0
2,2,267629.0173410405,43703.0,880449077.1676301,0.0,-6582717121.387283,3004339369.9421964,38040099576.300575,1895413248.5549133,150775350.0
2,3,294725.0,288725.0,23755977998.967533,392633028.1883117,7829317987.012987,11970450025.974026,0.0,507270584.41558444,996593198.0519481
2,4,265757.19337016577,141808.0,10936180564.640884,0.0,-891080892.2651933,8260575928.176796,12512890773.480663,1252901237.5690608,489237600.0
2,5,267075.2037037037,66464.0,1123115941.6666667,0.0,-5701775597.222222,4576357277.777778,31799086574.074074,1686849388.8888888,229300800.0
