stage,state,Staging Area Capacity,Inventory Level,obj,staging_area_expand_cost,inventory_expand_cost,replenmship_cost,Shortage_cost,acquire_cost,holding_cost
0,0,465855.0,465855.0,62426795878.2349,6363911342.5,32143995000.0,16919133201.0,0.0,283463799.0,1607199750.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,465855.0,465855.0,23914916494.862293,0.0,0.0,16999241496.644295,0.0,203355503.3557047,1607199750.0
1,1,465855.0,212662.99999999997,3605716202.4064484,0.0,-13102686000.000002,14673746999.999996,0.0,1643097000.0000224,733687349.9999999
1,2,465855.0,113522.00000000001,-6560260881.324464,0.0,-18233232750.0,282900000.0,0.0,121233000.0,391650900.00000006
1,3,465855.0,415969.0,18146001595.345882,0.0,-2581600500.0,6648760902.439024,0.0,200110097.5609756,1435093050.0
1,4,465855.0,113522.00000000001,-2443813301.178893,0.0,-18233232750.0,3066790372.881356,0.0,117904627.11864407,391650900.00000006
1,5,465855.0,113522.00000000003,-6488957133.200682,0.0,-18233232750.0,0.0,0.0,0.0,391650900.00000006
2,0,465855.0,465855.0,40789731618.42105,0.0,16876257868.421053,16763561802.631578,0.0,439035197.3684211,1607199750.0
2,1,465855.0,212663.0,14505883856.970692,0.0,442648681.034483,14595155603.448277,0.0,1721688396.551727,733687350.0
2,2,465855.0,113522.0,1238237282.517425,0.0,-6316773268.867925,370944000.0,0.0,33188999.999999993,391650900.0
2,3,465855.0,415969.0,33937213317.072174,0.0,13209342207.54717,6787378113.207547,0.0,61492886.79245283,1435093050.0
2,4,465855.0,113522.0,4812447129.113273,0.0,-6958914370.786517,3057263241.573034,0.0,127431758.4269663,391650900.0
2,5,465855.0,113522.0,1602296388.3383615,0.0,-6030990353.932584,-3.666592123551985e-08,0.0,0.0,391650900.0
3,0,465855.0,465855.0,39456276173.31288,0.0,15542802423.312883,6974674932.515337,0.0,155996723.92638037,1607199750.0
3,1,465855.0,212662.99999999994,12720749006.249996,0.0,-950346343.7500082,6937095166.666667,446104166.6666667,788090687.5,733687349.9999998
3,2,465855.0,84944.0,-3925846515.7894735,0.0,-7304261315.789474,3296915228.0701756,12855488859.649122,919830122.8070176,293056800.0
3,3,465855.0,415969.0,33087354714.772728,0.0,12362529664.772728,6644316579.545455,0.0,122453045.45454545,1435093050.0
3,4,465855.0,109883.0,1871124333.4183676,0.0,-5741978016.581633,4178982183.6734695,12296507602.040817,802587933.6734694,379096350.0
3,5,465855.0,113522.0,-2198340574.9999995,0.0,-5752997475.0,4056837980.0,11553056400.0,808360300.0,391650900.0
