,0,1,2,3,4
0,3753012.096092986,12351979.799999999,203799304.0,41879037.72029794,14630090.625000002
1,8240466.800599048,9672820.199999997,310403520.0,91616346.89301035,32141406.40000001
2,3380809.1328254915,12480940.799999999,143550584.0,38005393.204802506,13274140.75
3,4269748.761332195,12119463.599999998,147804432.0,47383049.80728746,16547387.15
4,6736082.314802894,11076362.999999998,215528960.0,75095002.42895463,26233110.425
5,10966762.401023133,3135428.9999999995,363841384.0,120597795.21263929,42107250.0
6,8360243.830433712,5666500.799999999,237449376.0,91367889.47214583,32504194.050000012
7,10730010.045596944,8220880.799999999,370137431.99999994,120597795.21263929,42107250.0
8,4948846.778844401,10814024.999999998,232456304.0,54445111.887940206,19114688.92500001
9,10829404.18423529,6037486.199999998,791083192.0,120597795.21263929,42108306.3
