,0,1,2,3,4
0,9102176.21147401,7911484.800000002,389605960.0,102622223.02012312,34555249.12500001
1,9342432.080520282,6399170.400000001,1711636520.0,102622223.02012312,35831000.0
2,0.0,11867227.200000003,0.0,0.0,0.0
3,9304028.55483406,3955742.400000001,244724639.9999999,102622223.02012312,33479852.72500001
4,0.0,11867227.200000003,0.0,0.0,0.0
5,9259321.26238468,5933613.6000000015,1244123200.0,102622223.02012312,36096765.82499999
6,9218297.892146535,5933613.6000000015,356672400.0,102622223.02012312,34206190.35000001
7,8963306.299949815,5933613.6000000015,196977719.99999988,102622223.02012312,33084615.100000024
8,0.0,11867227.200000003,0.0,0.0,0.0
9,0.0,11867227.200000003,0.0,0.0,0.0
