,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,632475554.2381697,0.0,225572000.0000001,49071269.92118041,36400893.41999999,0.0,540741012.3319914,219309621.435
