,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,56270888.5,0.0,5639299.999999996,0.0,0.0,52360076.00000001,0.0,1728487.4999999995
