,0,1,2,3,4
0,27113291.1890703,19017310.799999982,6467987600.000003,299253001.1266518,104640549.94999997
1,0.0,34605597.599999964,0.0,0.0,0.0
2,0.0,34605597.599999964,0.0,0.0,0.0
3,19324780.821290184,26448307.199999966,0.0,211621281.1705609,60624095.999999985
4,26879777.107582916,17302798.799999982,0.0,299253001.1266518,85965736.39999995
5,0.0,34605597.599999964,0.0,0.0,0.0
6,0.0,34605597.599999964,0.0,0.0,0.0
7,0.0,34605597.599999964,0.0,0.0,0.0
8,0.0,34605597.599999964,0.0,0.0,0.0
9,0.0,34605597.599999964,0.0,0.0,0.0
