,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,2000.000000000001,1999.9999999999966
1,0.0,0.0,0.0,1999.999999999999,0.0,1999.999999999999
2,0.0,0.0,0.0,0.0,1999.9999999999993,0.0
3,0.0,0.0,0.0,0.0,1999.9999999999989,0.0
4,0.0,0.0,0.0,0.0,1999.9999999999993,1999.9999999999973
5,0.0,1999.9999999999998,2000.0000000000011,0.0,0.0,1999.9999999999995
6,0.0,1999.9999999999986,0.0,1999.999999999999,0.0,0.0
7,0.0,0.0,0.0,1999.9999999999984,1999.9999999999998,0.0
8,0.0,0.0,0.0,2000.0000000000002,0.0,1999.9999999999995
9,0.0,0.0,1999.9999999999982,1999.999999999999,2000.0000000000005,0.0
