,0,1,2,3,4
0,37070728.75522305,34177280.1,238006474.70244852,402826808.90853006,120089513.47009468
1,36941766.17731532,30848513.169696964,797463487.1359357,402826808.90853006,129879494.75859407
2,37235573.242466204,31055244.0,0.0,402826808.90853006,114681925.04999994
3,37058597.053801686,31055244.0,33700799.99999976,402826808.90853006,115857605.95000003
4,36126383.063299105,33237525.174985137,357374541.818181,402826808.90853006,123249926.03427075
5,36919775.89708811,13883438.476433681,1114419246.0869565,402826808.90853006,133300259.05984516
6,37132360.01159565,12505990.288524598,490680002.6229509,402826808.90853006,126387789.35286874
7,36382260.78911058,27757990.345454544,1130778919.9999993,402826808.90853006,133675024.9903892
8,36628984.832888804,29813334.745454542,383311352.54422295,402826808.90853006,124309467.0989564
9,36815228.76671761,24280440.98132432,1838700187.5834172,402826808.90853006,140700171.81546956
