,OPT,Set_Up_cost,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1629420548.0926118,797093795.9999995,64534160.892991126,61839390.8639999,210595987.20000023,703754541.9346205,208397328.79900008
