,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1397129628.0286126,4876147199.999999,225572000.0,39064487.23411171,37192471.08,368136047.9999999,432092372.2270034,192542470.5125001
