,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,308.88999999999993,691.1100000000002
1,0.0,0.0,0.0,289.43000000000046,0.0,710.5699999999993
2,0.0,0.0,0.0,0.0,1000.0,0.0
3,0.0,0.0,0.0,0.0,999.9999999999999,0.0
4,0.0,0.0,0.0,0.0,642.3699999999995,357.63
5,0.0,58.82000000000001,226.07000000000002,0.0,0.0,715.1099999999998
6,0.0,293.3200000000001,0.0,706.6799999999994,0.0,0.0
7,0.0,0.0,0.0,252.13000000000002,747.8699999999999,0.0
8,0.0,0.0,0.0,302.3199999999998,0.0,697.6799999999997
9,0.0,0.0,75.35,45.94000000000001,878.7099999999999,0.0
