"HID","HNAME","DATE","TIME_UTC","STATUS","LATITUDE","LONGITUDE","WINDSPEED_KT","PRESURE_MB","NE_34_KT","SE_34_KT","NW_34_KT","SW_34_KT","NE_50_KT","SE_50_KT","NW_50_KT","SW_50_KT","NE_64_KT","SE_64_KT","NW_64_KT","SW_64_KT","max_KT","DECADE"
"AL021970","BECKY","19700723","0600","TD",35.4,-86.1,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL021970","BECKY","19700723","1200","TD",37.5,-86.7,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700731","0000","TD",18.5,-82.5,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700731","0600","TD",19.5,-82.9,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700731","1200","TD",20.3,-83.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700731","1800","TD",21.1,-83.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700801","0000","TS",21.9,-84.3,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700801","0600","TS",22.7,-85,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700801","1200","TS",23.3,-85.8,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700801","1800","HU",23.9,-86.5,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700802","0000","HU",24.2,-87.2,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700802","0600","HU",24.7,-88.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700802","1200","HU",25.3,-89.6,75,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700802","1800","HU",25.7,-90.8,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700803","0000","HU",26.2,-92,75,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700803","0600","HU",26.6,-93.5,70,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700803","1200","HU",27,-94.9,90,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700803","1800","HU",27.5,-96.3,110,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700803","2100","HU",27.8,-97.1,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700804","0000","HU",28.1,-97.8,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700804","0600","HU",28.6,-99.3,65,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700804","1200","TS",29.1,-100.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700804","1800","TS",29.7,-102.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700805","0000","TD",30.3,-103.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700805","0600","TD",30.9,-104.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700805","1200","TD",31.5,-105.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL041970","CELIA","19700805","1800","TD",32.3,-107,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700818","0000","TD",11.5,-44.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700818","0600","TD",11.8,-45.9,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700818","1200","TD",12.1,-47.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700818","1800","TS",12.4,-49.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700819","0000","TS",12.8,-50.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700819","0600","TS",13.1,-52.2,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700819","1200","TS",13.3,-53.7,50,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700819","1800","TS",13.5,-55.1,50,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700820","0000","TS",13.7,-56.5,50,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700820","0600","TS",13.8,-58,60,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700820","1200","TS",14.1,-59.5,60,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700820","1800","TS",14.5,-60.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700820","1900","TS",14.5,-60.8,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700821","0000","TS",14.7,-62,55,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700821","0600","TS",14.8,-63.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700821","1200","TS",15,-64.8,40,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700821","1800","TS",15.2,-66,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL091970","DOROTHY","19700822","0000","TS",15.4,-67.2,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700908","1200","TD",15.8,-82.8,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700908","1800","TD",16.2,-83.1,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700909","0000","TD",16.6,-83.5,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700909","0600","TD",17,-84.2,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700909","1200","TD",17.6,-84.9,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700909","1800","TD",18.4,-85.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700910","0000","TS",19.2,-86.1,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700910","0600","TS",20,-86.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700910","0930","TS",20.5,-87.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700910","1200","TS",20.8,-87.6,35,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700910","1800","TS",22,-89,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700911","0000","HU",23,-90.8,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700911","0600","HU",23.6,-92.6,65,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700911","1200","HU",23.9,-94.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700911","1800","HU",24,-95.5,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700912","0000","HU",23.9,-96.5,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700912","0600","HU",23.8,-97.4,100,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700912","1000","HU",23.9,-97.7,110,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700912","1200","HU",23.9,-98,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700912","1800","TS",24.2,-98.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700913","0000","TS",24.6,-99.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL121970","ELLA","19700913","0600","TD",25,-100,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700912","0000","TD",25.4,-77.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700912","0600","TD",25.4,-77.7,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700912","1200","TD",25.4,-78,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700912","1800","TD",25.3,-78.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700913","0000","TD",25.3,-78.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700913","0600","TD",25.2,-79.1,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700913","1200","TD",25,-80,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700913","1800","TD",24.8,-81,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700914","0000","TD",24.4,-82,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700914","0600","TD",24.2,-83,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700914","1200","TD",24.5,-84.1,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700914","1800","TS",25.4,-85.3,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700915","0000","TS",26.4,-86.6,45,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700915","0600","TS",27.2,-88.4,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700915","1200","TS",28,-90.2,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700915","1800","TS",28.7,-92.2,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700916","0000","TS",29.3,-94,60,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700916","0200","TS",29.5,-94.5,60,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700916","0600","TS",29.9,-95.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700916","1200","TD",30.6,-96.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700916","1800","TD",31.4,-97,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700917","0000","TD",32.2,-97.5,30,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700917","0600","TD",33,-97.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700917","1200","TD",33.6,-97.2,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700917","1800","TD",34.2,-96.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700918","0000","TD",34.7,-95.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700918","0600","EX",35,-94.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700918","1200","EX",35.2,-93.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700918","1800","EX",35.3,-92.3,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700919","0000","EX",35.5,-91.3,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700919","0600","EX",35.5,-90.4,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700919","1200","EX",35.8,-89.8,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL131970","FELICE","19700919","1800","EX",36.2,-89.2,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700926","1200","TS",22.2,-75.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700926","1800","TS",22.7,-76.2,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700927","0000","TS",23.3,-77.2,40,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700927","0600","TS",23.8,-78.2,40,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700927","1200","TS",24.1,-79.7,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700927","1800","TS",24.4,-81.3,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700928","0000","TD",24.7,-82.8,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700928","0600","TD",24.9,-83.5,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700928","1200","TD",25,-83.9,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700928","1800","TD",24.9,-84.2,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700929","0000","TD",24.8,-84.4,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700929","0600","TD",24.6,-84.5,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700929","1200","TD",24.4,-84.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700929","1800","TD",24.2,-85.1,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700930","0000","TD",24.1,-85.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700930","0600","TD",24,-85.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700930","1200","TD",23.8,-86,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19700930","1800","TD",23.5,-86.3,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701001","0000","TD",23.1,-86.7,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701001","0600","TD",22.6,-87.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701001","1200","TD",22.2,-87.8,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701001","1800","TD",21.9,-88.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701002","0000","TD",21.7,-89,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701002","0600","TD",21.7,-89.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701002","1200","TD",21.6,-90.1,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701002","1800","TD",21.6,-90.9,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701003","0000","TD",21.4,-91.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701003","0600","TD",21.2,-92.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701003","1200","TD",21.2,-93.2,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701003","1800","TD",21.2,-93.9,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701004","0000","TD",21.4,-94.7,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701004","0600","TD",21.7,-95.7,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701004","1200","TD",22.1,-96.9,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL161970","GRETA","19701004","1800","TD",22.5,-98.2,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710704","1200","TD",33.5,-75.5,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710704","1800","TD",34,-75.2,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710705","0000","TD",34.5,-74.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710705","0600","TD",35.2,-74.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710705","1200","TD",35.9,-73.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710705","1800","TS",36.7,-72.9,45,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710706","0000","TS",37.6,-71.8,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710706","0600","TS",38.5,-70.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710706","1200","TS",39.6,-68.3,50,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710706","1800","TS",40.7,-65.9,55,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710707","0000","TS",41.8,-63,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710707","0600","TS",43.1,-59.5,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710707","1200","TS",44.7,-56.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710707","1800","EX",46.5,-53,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL011971","ARLENE","19710708","0000","EX",47.6,-49.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710810","1200","TD",26.7,-79.9,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710810","1800","TD",26.8,-79.3,20,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710811","0000","TD",27.4,-78.5,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710811","0600","TD",28,-78.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710811","1200","TD",28.8,-78.1,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710811","1800","TD",29.7,-77.7,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710812","0000","TD",30.7,-77.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710812","0600","TD",31.5,-76.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710812","1200","TD",32.3,-76.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710812","1800","TD",32.7,-76,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710813","0000","TD",33.2,-75.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710813","0600","TD",33.3,-74.7,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710813","1200","TD",33.5,-74.1,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710813","1800","TD",33.7,-73.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710814","0000","TD",33.9,-73.1,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710814","0600","TD",34.2,-72.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710814","1200","TS",34.4,-72.3,45,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710814","1800","TS",35.8,-71,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710815","0000","HU",37.2,-69.9,70,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710815","0600","HU",38.4,-68.5,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710815","1200","HU",39.7,-67.2,75,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710815","1800","HU",40.8,-65.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710816","0000","HU",42,-64.5,65,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710816","0600","HU",43.2,-63.3,65,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710816","1200","HU",44,-62.5,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710816","1800","HU",45.3,-61.5,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
"AL061971","BETH","19710817","0000","EX",46.7,-60.2,60,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1970"
