,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,673405210.5134255,0.0,112786000.0000002,62469101.57385881,43855003.43999999,0.0,683944136.7495672,229649031.25000033
