,0,1,2,3,4
0,43337043.51292047,39911628.59999999,0.0,780653216.3562403,135438667.725
1,71610141.16213658,60338926.800000034,0.0,331225246.69974214,224175226.5249998
2,30507041.93488185,25535243.999999993,0.0,351333829.43045783,95174575.04999997
3,32270220.597805653,27085480.799999975,0.0,541514738.8132193,101371955.94999997
4,48629835.27081827,44424035.399999976,0.0,940693448.1272124,155075530.34999996
5,86251525.97263359,34444565.4,0.0,615546458.0433737,271834607.3749999
6,56912252.19230675,18771298.2,0.0,948472957.8611968,177606429.47500005
7,85719875.63006738,66806117.400000006,0.0,556946307.5004576,269886938.8999999
8,50623333.282366015,40715782.2,0.0,1299884116.9788404,160270288.2750001
9,118829746.18265316,80516955.6,0.0,473171047.6849314,371572542.8749995
