,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,256.0899999999999,743.9100000000001
1,0.0,0.0,0.0,43.720000000000006,0.0,956.2799999999999
2,0.0,0.0,0.0,0.0,1000.0000000000002,0.0
3,0.0,0.0,0.0,0.0,999.9999999999998,0.0
4,0.0,0.0,0.0,0.0,307.7600000000001,692.2399999999998
5,0.0,111.34000000000013,353.74,0.0,0.0,534.9200000000002
6,0.0,188.39000000000013,0.0,811.61,0.0,0.0
7,0.0,0.0,0.0,0.0,1000.0000000000001,0.0
8,0.0,0.0,0.0,28.330000000000005,0.0,971.6699999999998
9,0.0,0.0,0.0,124.60999999999999,875.3900000000001,0.0
