,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,1403856809.9099267,3932243069.9999976,56393000.000000015,37103280.532610096,26977580.11799997,628652405.2000002,407528002.7995659,146021765.7402503
