,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,1999.9999999999995,1999.9999999999982
1,0.0,0.0,0.0,1999.9999999999986,0.0,2000.0000000000005
2,0.0,0.0,0.0,0.0,1999.9999999999995,0.0
3,0.0,0.0,0.0,0.0,2000.000000000001,0.0
4,0.0,0.0,0.0,0.0,1999.9999999999998,1999.999999999999
5,0.0,1999.9999999999989,2000.0000000000018,0.0,0.0,2000.0000000000011
6,0.0,1999.999999999999,0.0,2000.0000000000007,0.0,0.0
7,0.0,0.0,0.0,1999.9999999999986,1999.9999999999995,0.0
8,0.0,0.0,0.0,1999.9999999999995,0.0,2000.0000000000007
9,0.0,0.0,1999.999999999998,1999.999999999999,2000.0000000000002,0.0
