,0,1,2,3,4
0,31530624.810945828,26943340.800000004,1376719119.9999995,349490089.2035819,112632038.40000008
1,0.0,40415011.20000001,0.0,0.0,0.0
2,0.0,40415011.20000001,0.0,0.0,0.0
3,31822018.350756947,20207505.6,314747999.9999995,349490089.2035819,102890468.90000008
4,32795745.698570244,26943340.800000004,0.0,349490089.2035819,99902209.29999998
5,0.0,40415011.20000001,0.0,0.0,0.0
6,19934736.836600475,31726006.800000004,0.0,225415322.13008386,64842644.775
7,31808484.187600177,26943340.800000004,1182251999.9999998,349490089.2035819,110839781.90000005
8,0.0,40415011.20000001,0.0,0.0,0.0
9,24273632.71169798,24621118.20000001,0.0,273156379.74841505,78408583.5
