,0,1,2,3,4,5,6,7,8,9
0,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001
1,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,4024.1599999999985,2972.83,9066.880000000001,9066.880000000001,9066.880000000001
2,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,9066.880000000001,729.58,2972.83,9066.880000000001,9066.880000000001,5825.43
3,9066.880000000001,3671.9600000000005,9066.880000000001,9066.880000000001,9066.880000000001,729.58,470.05000000000064,5868.95,4372.949999999997,4184.869999999999
4,4946.4000000000015,3671.9600000000005,4440.930000000001,4160.090000000005,3443.76,729.58,470.05000000000064,0.0,4372.949999999997,0.0
5,2458.4900000000025,0.0,4440.930000000001,4160.090000000005,1503.9900000000032,0.0,470.05000000000064,0.0,1288.4699999999975,0.0
