,0,1,2,3,4
0,43337043.51292047,60267925.80000001,0.0,473171047.6849315,135180867.72500002
1,59232359.45443798,47671492.8,440606399.99999905,649202772.3596145,192405276.52499992
2,30507041.934881855,62306144.400000006,0.0,331225246.6997422,95174575.04999997
3,32270220.597805653,61531026.000000015,0.0,351333829.4304579,101068955.94999997
4,48629835.270818286,56877072.60000001,0.0,541514738.8132194,154982530.34999996
5,59445865.77934025,21086096.399999995,977042399.9999992,649202772.3596145,200591932.3750001
6,56912252.19230675,22663312.200000003,0.0,615546458.0433737,177606429.47500005
7,58499568.14358786,45636034.2,1003118400.0,649202772.3596145,196742888.89999998
8,50623333.282366015,51384313.8,0.0,556946307.5004578,160623188.2750001
9,59128466.535527825,38838802.800000004,2268593279.9999995,649202772.3596145,206696058.05
