,OPT,Set_Up_cost,cost_nostore,Operation_Cost,Holding_Cost,Unmet_Cost,Replenish_Cost,Victim_value
0,21407499.999999966,0.0,2255720.0,0.0,0.0,19807280.0,0.0,655500.0
