,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,1164.47,1039.5
1,0.0,0.0,0.0,1419.8899999999996,0.0,1905.2999999999993
2,0.0,0.0,0.0,0.0,1674.0399999999993,0.0
3,0.0,0.0,0.0,0.0,1830.639999999999,0.0
4,0.0,0.0,0.0,0.0,1673.4199999999992,860.6899999999999
5,0.0,1757.8699999999994,1226.1200000000006,0.0,0.0,953.7199999999993
6,0.0,1573.3199999999988,0.0,1114.7199999999993,0.0,0.0
7,0.0,0.0,0.0,1218.3699999999988,1999.9999999999995,0.0
8,0.0,0.0,0.0,1194.8999999999994,0.0,1290.0799999999988
9,0.0,0.0,1467.829999999998,863.7100000000003,2000.0000000000005,0.0
