,0,1,2,3,4
0,43337043.51292047,93975888.6000001,0.0,473171047.6849317,135180867.72500002
1,71610141.16213658,78845968.80000012,0.0,780653216.3562398,224175226.5249998
2,30507041.93488185,96014107.2000001,0.0,331225246.69974226,94890375.04999997
3,32270220.597805653,95238988.80000013,0.0,351333829.43045795,101068955.94999997
4,48629835.27081827,90585035.40000013,0.0,541514738.8132193,154982530.34999996
5,86251525.97263359,34444565.40000003,0.0,940693448.1272129,271834607.3749999
6,56912252.19230675,56371275.000000075,0.0,615546458.0433744,177606429.47500005
7,84929212.65119964,66349224.67923172,47568524.28745476,940693448.1272129,267683674.52050084
8,50623333.282366015,85092276.6000001,0.0,556946307.5004581,160623188.2750001
9,85127740.67693987,52968774.60000004,2189051346.764718,940693448.1272129,269810264.44028497
