,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,479.5699999999998,1520.429999999998
1,0.0,0.0,0.0,43.720000000000006,0.0,1956.2800000000007
2,0.0,0.0,0.0,0.0,1999.9999999999995,0.0
3,0.0,0.0,0.0,0.0,2000.0000000000007,0.0
4,0.0,0.0,0.0,0.0,609.5900000000004,1390.4100000000005
5,0.0,0.0,49.91000000000009,0.0,0.0,1950.09
6,0.0,66.19000000000005,0.0,1933.8100000000004,0.0,0.0
7,0.0,0.0,0.0,246.3283182837927,1753.671681716207,0.0
8,0.0,0.0,0.0,28.330000000000005,0.0,1971.6700000000005
9,0.0,0.0,35.440000000000005,281.2099999999999,1683.3500000000001,0.0
