,0,1,2,3,4
0,50118391.24785512,66859523.4,0.0,544772609.8937193,154800417.725
1,66011422.70458683,54450825.59999999,440606400.00000036,720804334.5684023,212215151.5249997
2,37235573.242466204,67826144.39999999,0.0,402826808.9085302,114681925.04999994
3,38923994.28243072,67051026.0,0.0,422935391.63924575,120796605.94999997
4,55064844.96430035,63344263.199999996,0.0,613116301.0220071,175200205.34999996
5,65813090.62169578,27779468.99999999,977042400.0000004,720804334.5684023,221006957.37499988
6,63387754.89055888,26795887.799999997,0.0,687148020.2521615,197213214.82500008
7,65117426.96744838,50809019.39999999,1003118400.0,720804334.5684023,218928538.89999998
8,57212538.79684824,58284313.799999975,0.0,628547869.7092457,179656538.27500004
9,65683321.07607163,43974679.8,2268593280.000001,720804334.5684023,230067080.92499983
